year_month,spei_1,spei_3,spei_6
20111001,-0.698570428669833,-1.30912191499765,-1.20549213158466
20111101,-0.264782306627881,-1.15138239922849,-0.905165705113807
20111201,1.71124353785102,0.371296017610935,-0.696544277999893
20120101,0.380737119840179,0.526335090343483,-0.380433253054417
20120201,-0.193507908598238,0.504268528667793,0.0118020366534304
20120301,-0.437087340858356,-0.0885364478141944,0.133299433103972
20120401,1.46682878030465,0.449442576347037,0.522553386641664
20120501,0.482450138637534,0.884448290301606,0.723279986767868
20120601,0.646817716209097,1.3717533216016,0.695399819520883
20120701,-0.46861810359918,-0.272185942621975,0.56368281951652
20120801,-0.75937583441666,-0.362825384596146,-0.133014603836054
20120901,-0.189090833088662,-0.509027409597517,-0.024369918223801
20121001,-0.591636300819348,-0.690395202248102,-0.562246007886858
20121101,1.16897855607531,0.677244652289547,-0.0850539580805954
20121201,0.460561770540483,0.727671660268956,-0.0928333133509499
20130101,0.600163849833869,0.884581923040114,0.63016129285699
20130201,0.682556004162901,0.657381253620814,0.845408942252844
20130301,1.58699832664658,1.01080245580041,0.89362005449282
20130401,1.24520465272125,1.61758109699442,1.28194573799435
20130501,1.98218691651123,1.92225392066947,1.83578012900628
20130601,-0.882482356371962,1.6030793534625,1.71262572749557
20130701,-0.799481877517737,0.0289817392580289,1.51297911725769
20130801,-0.917955116993946,-1.00815388066442,0.46623010217114
20130901,-0.917449718961876,-0.987345083272463,-0.226935117447496
20131001,0.322618375059989,-0.925348176068236,-0.529656621634975
20131101,1.11294046039693,0.352510757164133,-0.722215925274428
20131201,1.22295770947512,1.14197073953895,-0.282916213203806
20140101,1.15377096162579,1.27927792080195,0.839522316657179
20140201,1.47480045484,1.53084568422696,1.29119666528471
20140301,-0.116631083235138,1.10615190993472,1.15469153990333
20140401,0.443570477557343,0.752701760013683,1.17528456332118
20140501,-0.20017361705179,0.125315605804594,0.870968619614016
20140601,-1.51263860141652,-0.875869830307878,0.369214634193536
20140701,0.424757134588865,-0.702112733068477,0.3873474901414
20140801,0.111662444962567,-0.164163918504157,-0.525729183652862
20140901,-1.66230247345253,-0.310321417603885,-0.880009848398018
20141001,2.23220760875128,-0.1019078316381,-0.508356310012966
20141101,1.79560416241418,1.48440888349672,0.340429195562789
20141201,0.410335608942957,1.82510571264164,1.09433468682078
20150101,1.86600010950658,1.65194398153201,1.73669509468182
20150201,0.614409685150991,1.1830868650904,1.44285935056875
20150301,0.672331312355056,1.28441017714889,1.63841773507926
20150401,0.111173728951983,0.374841508168417,1.25067977741584
20150501,-1.00974132578468,-0.0263778977088686,0.594170756285777
20150601,-0.532145245333,-0.830756238149262,0.496234736643696
20150701,-1.34021038032938,-1.55333556076702,-1.06168322108856
20150801,-1.33016067612618,-1.33074761874192,-1.58896000239486
20150901,0.155639996189371,-1.07684877804403,-1.37776409576074
20151001,0.376873491047764,-0.661762289683855,-1.279993051684
20151101,-0.517791679026714,-0.18216113854465,-1.11696798185612
20151201,-0.501438772057046,-0.309005583697073,-1.34731821356462
20160101,0.620947352300324,-0.103302370091024,-0.495171132246006
20160201,0.565421928693515,0.274455281349913,0.274642108198606
20160301,1.51554701034453,0.939164183409274,0.36666764081607
20160501,0.707958011462829,1.04299159989374,0.369950092189262
20160601,0.0920424303904873,0.846631446476836,0.5442435557255
20160701,-1.267997843021,-0.246386062037504,0.48609879621152
20160801,-0.776189469121776,-1.27616397376772,-0.0724765274434955
20160901,-0.725828238059254,-1.0258833058797,-0.886336350928669
20161201,-0.299756374543359,-0.678566855206246,-0.974592282136048
20170201,-1.50548643589624,-0.945688235646501,-1.23259213048424
20170801,-1.96213203578395,-1.94880767291857,-1.59525814393165
20180301,-0.0534635355575448,-1.45777337783223,-1.69704638010374
20180401,-1.45084216944976,-1.36899559536937,-2.39116488926888
20180501,-0.612162225211857,-0.912877661249112,-1.41402611924592
20180601,-0.505631211461716,-1.05676421750938,-1.22064637185674
20180701,-0.626576717976725,-0.813897045121067,-1.16143398361327
20180801,0.383840479051629,-0.388239726650532,-0.85203352863315
20180901,-0.48776863760427,-0.706639994549486,-1.11293898181564
20181001,0.688606707307725,0.134034524402803,-0.514799857297966
20181101,1.23506201923286,0.711565356055462,0.258754346705569
20181201,0.669289534187771,1.00370388408831,0.493525962842523
20190101,0.181816481604966,1.16735407448685,0.676173430765818
20190201,-0.885511225095512,-0.271872967545209,0.62789174525961
20190301,-1.48324704569116,-1.17769398604717,0.393902790648956
20190401,-0.829497378048465,-1.1554379317336,-0.389474909573389
20190501,-1.36097640888786,-1.31354049107405,-1.18011086770126
20190601,-1.11578287332002,-1.21118050831673,-1.22058466997081
20190701,-0.966612082396629,-1.34454021943522,-1.30479910648438
20190801,0.365470550931148,-0.851393054814053,-1.26512880966606
20190901,-0.261893176957393,-0.863270320436034,-1.27764996828993
20191001,1.35501387054796,0.961455819389171,-0.736669047302337
20191101,1.52977548532747,1.24719534136535,0.881085693362546
20191201,0.785430854373158,1.43833838521266,1.08316360698093
20200101,-0.609945149266937,1.25437861594477,1.17137213621715
20200201,-0.911544873101876,-0.529645985197405,1.14668834924378
20200301,-1.45092674442207,-1.3353528928663,1.00636166823454
20200401,-1.46157767759185,-1.40954385981197,-0.790587807111717
20200501,-1.34079431909832,-1.48530650821085,-1.42788316805602
20200601,-0.0593741242800352,-1.27714033467775,-1.32209356713596
20200701,-1.22558966171618,-1.22618724280969,-1.36567157130559
20200801,-0.712069653325116,-0.954796121278126,-1.4159174363132
20200901,0.407297728612201,-1.22537762782997,-1.4011714330904
20201001,1.17294606705202,0.686308458183458,-0.746037172895529
20201101,0.451595009618743,0.884386063738974,0.110498072219709
20201201,1.43370045940843,1.11098120373808,0.474282218593724
20210101,0.79442185037312,1.07402192724289,0.916950658689252
20210201,-0.662372819837408,0.76746868375428,1.14598765524644
20210301,-1.39560387772869,-0.836512253024681,0.840263739871026
20210401,-1.15630420218641,-1.18415107796781,-0.538850339560853
20210501,0.17727381911073,-0.92229247788503,-0.489262089606422
20210601,-0.727453762506048,-0.689022362233155,-0.747299710373935
20210701,1.29763437546851,0.422189817417668,-0.600235219742741
20210801,0.03553628551798,0.533998779071502,-0.531077634844192
20210901,0.800206665725385,1.20817764210361,0.00689357563870839
20211001,1.03115637916252,0.92603116158274,1.45633258031487
20211101,0.831334228102543,1.02536631180643,1.66028208059314
20211201,1.3975189500285,1.14679730037075,1.60906056270755
20220101,-0.289848135915376,1.03030207816922,1.02036684929108
20220201,-0.613498982240458,0.252547690632643,1.14813076524751
20220301,-1.47502347734998,-1.1403155063456,0.659505685823732
20220401,-1.42880745777171,-1.32720957820117,-0.852278049786468
20220501,-1.64003606991204,-1.58828899510641,-1.37721621095096
20220601,-1.27012912113305,-1.56556442556179,-1.47171388856052
20220701,-1.6783517137872,-1.63064259734691,-1.54082451265594
20220801,0.371079371108307,-1.34619378205031,-1.57150877573492
20220901,1.40384819663185,-0.0924235046413501,-1.4463452517119
20221001,0.189069467838744,0.603111353441376,-1.78759579099055
20221101,1.15193510378734,0.922382849496895,-0.114953111974869
20221201,0.902629169774129,0.802316737167693,0.459839520161837
20230101,0.030711155829733,1.15231933203502,0.919441591366257
20230201,-1.09846901419517,-0.396026694790952,0.813812574476608
20230301,-0.77813818391961,-0.872091890835772,0.336451906486144
20230401,-0.976282844231591,-1.01780947503171,-0.158556122926895
20230501,-1.31001466195178,-1.14012985142327,-1.03081195662175
20230601,-1.80915922145268,-1.37514332966518,-1.23747731154277
20230701,-0.788226284751074,-1.42329111999441,-1.28804056747077
20230801,-0.80030534681515,-1.53858617171685,-1.30660504359964
20230901,0.711345574258353,-0.573307259023153,-1.36526382786274
20231001,1.18735842965546,0.823622570147288,-1.06367264144231
20231101,1.3531103801131,1.27535906775028,0.380280726090435
20231201,0.838436703935942,1.30395976913352,0.969390151579712
20240101,0.310756407987957,1.33714464909531,1.14902784367433
20240201,-0.172694886901959,0.578849812964814,1.52797656667864
20240301,0.795300315303979,0.383498092936814,1.89348181796547
20240401,0.227769071381385,0.273164128157969,1.57350880254158
20240501,-0.475283741774509,0.0597738308199542,0.370554719485403
20240601,-0.859816038656107,-0.387502174744024,-0.0481215321264733
20240701,-0.816595758941004,-0.890665127908135,-0.367024080737881
20240801,-0.623318462787564,-1.00906313437582,-0.458126609882499
20240901,1.66331425991243,0.33894962138547,-0.224888562142035
20241001,1.63352846832897,1.92341727604695,1.09212530460653
20241101,0.749660118262006,1.56319732313176,1.47400863772739
20241201,0.665192723177476,1.33247670128418,1.3667440013442
20250101,0.0801018538775071,0.805066400253969,1.46060464049769
